num_var,ngo_name,ngo_address,reg_no,reg_date,renewed_on,valid_until,district,country,remarks
391,Bangladesh Rehabilitation,"27, Bijoy Nagar (1st floor),",1055,6-Aug-96,6-Aug-06,6-Aug-11,Dhaka,Bangladesh,
,Center for Troma Victimes,Dhaka,,,,,,,
,,"Phone : 9349851, 9355648",,,,,,,
,,Fax: 8352166,,,,,,,
392,Bangladesh Resource,"285, PC Garden, 3rd Floor,",2939,7-Jul-15,,7-Jul-20,Dhaka,Bangladesh,
,Improvement Trust (BRIT),"South Kallayanpur, Mirpur,",,,,,,,
,,Dhaka,,,,,,,
,,Phone: 8416721,,,,,,,
393,Bangladesh Rural,"Khoyrabad, Post: Rahanpur,",2290,22-Nov-07,22-Nov-12,22-Nov-17,Chapainababg,Bangladesh,
,Development (BRDC),"Upazila: Gomastapur, Dist.:",,,,,anj,,
,,Chapainababgonj,,,,,,,
,,"Phone: 03751-000164, 01715-",,,,,,,
,,234499,,,,,,,
394,Bangladesh Rural,"vill.: Mollapara, P.O.: Mollapara,",785,5-Dec-93,5-Dec-18,5-Dec-28,Dhaka,Bangladesh,
,Advancement through,"P.S. Agailzara, Dist.: Barisal.",,,,,,,
,Voluntary Enterprises,Phone: 01711-132509,,,,,,,
,(BRAVE),email: brave_bd@yahoo.com,,,,,,,
395,Bangladesh Rural and,"House-49/5/B, Indira Road,",2115,25-Jul-06,,25-Jul-11,Dhaka,Bangladesh,
,Urban Development,"Farm Gate, Dhaka.",,,,,,,
,Organization (BRUDO),,,,,,,,
396,Bangladesh Rural,"Tokyo Tower, Wapda Road",2278,11-Oct-07,,11-Oct-12,Jessore,Bangladesh,
,Development Organization,"(Bus Stand), Jikorgacha,",,,,,,,
,(BRDO),Jessore,,,,,,,
397,Bangladesh Rural,"Vill: Khas Satbaria, PO:",953,28-Jun-95,28-Jun-15,28-Jun-20,Sirajganj,Bangladesh,
,Economic Development,"Satabara, UP: Shahzadpur,",,,,,,,
,(BRED),Dist: Sirajganj,,,,,,,
,,Phone: 01711116885,,,,,,,
,,www.bredbd.org,,,,,,,
398,Bangladesh Rural,"BRIF Campus, Goaldihi, UP:",907,20-Feb-95,20-Feb-15,20-Feb-20,Dinajpur,Bangladesh,
,Improvement Foundation,"Khansama, Dist: Dinajpur.",,,,,,,
,(BRIF),Phone: 0531-890535,,,,,,,
,,www.brif.org,,,,,,,
399,Bangladesh Rural,"House-143, Road-01, DOHS",2470,28-Jul-09,,28-Jul-14,Dhaka,Bangladesh,
,Integrated Ellevation,"Baridhara, Dhaka.",,,,,,,
,Foundation,"Phone: 9888319, 9891742",,,,,,,
400,Bangladesh Rural Medical,"House-1107/A (5th Fl.), Baitul",853,27-Aug-94,27-Aug-09,27-Aug-14,Dhaka,Bangladesh,
,Association,"Aman H/S, Ring Road,",,,,,,,
,,"Shyamoli, Dhaka",,,,,,,
,,Phone : 9121818,,,,,,,
401,Bangladesh Scholarship,"875 Jubli Road (4th Floor),",1961,13-Sep-04,13-Sep-14,13-Sep-19,Chittagong,Bangladesh,
,Council (BSC),Chittagong.,,,,,,,
,,"Phone: 617283, Fax: 616930",,,,,,,
,,www.bscbd.org,,,,,,,
402,Bangladesh Shishu,"House-42/43 (Level-2), Road-2,",724,4-Jul-93,4-Jul-18,4-Jul-28,Dhaka,Bangladesh,
,Adhikar Forum,Janata Cooperative Housing,,,,,,,
,,"Society, Ringj road, Adabar,",,,,,,,
,,Dhaka-1207,,,,,,,
,,"Phone: 8110857, Fax: 9110017",,,,,,,
403,Bangladesh Social,205(3rd Floor) Boro Bhat,2419,3-Mar-09,3-Mar-14,3-Mar-19,Dhaka,Bangladesh,
,Assistance and,"Mosque Road, Lalbag, Dhaka-",,,,,,,
,Rehabilitation Foundation,1211,,,,,,,
,(BSARF),Phone: 01715-313828,,,,,,,
404,Bangladesh Social,"Edgah Residential Area,",2462,30-Jun-09,30-Jun-14,30-Jun-19,Dinajpur,Bangladesh,
,Development Academy,Dinajpur.,,,,,,,
,,"Phone: 0531-61208, 01712-",,,,,,,
,,199980,,,,,,,
405,Bangladesh Social,"1425 South Dania, Shampur,",1980,9-Nov-04,,9-Nov-09,Dhaka,Bangladesh,
,Development Organization,Dhaka-1236.,,,,,,,
,(BASDO),,,,,,,,
406,Bangladesh Society for the,"04, College Road (Opposite to",163,18-Apr-84,15-May-15,15-May-20,Dhaka,Bangladesh,
,Enforcement of Human,"DU Fazlul Haque hall) Shahbag,",,,,,,,
,Rights,Dhaka-1000.,,,,,,,
,,Phone: 01716-020500,,,,,,,
,,www.bsehr.org,,,,,,,
407,Bangladesh Sonali,"Vill: Sialcot, Amtola, PO: Shial",2772,10-Mar-13,,10-Mar-18,Sirajganj,Bangladesh,
,Sangstha,"Coat, PS& Dist: Sirajganj.",,,,,,,
,,Phone: 01718-280263,,,,,,,
408,Bangladesh Sramajibi,"Hospital Quarter Road,",712,6-Jun-93,6-Jun-18,6-Jun-28,Bogra,Bangladesh,
,Mohila Samity,"Sariakandi, Bogra",,,,,,,
,,Phone: 01712-848234,,,,,,,
409,Bangladesh Telecentre,"1/17, Humayun Road, Block-B,",2445,31-May-09,,31-May-14,Dhaka,Bangladesh,
,Network,"Mohammadpur, Dhaka.",,,,,,,
,,"Phone: 9146313, Fax: 02-",,,,,,,
,,9145690,,,,,,,
,,www.mission2011.net.bd,,,,,,,
410,Bangladesh Thalassaemia,"Green Garden Tower, Level-6,",1159,9-Jun-97,9-Jun-12,9-Jun-17,Dhaka,Bangladesh,
,Samity,"25A & 25B, Green Road, Dhaka-",,,,,,,
,,1205,,,,,,,
,,Phone: 9662239,,,,,,,
411,Bangladesh Theological,20 KB Fazlul Kd Road (Opp.,1789,19-Jan-03,19-Jan-18,19-Jan-28,Chittagong,Bangladesh,
,Seminary,"Chittagong Medical College),",,,,,,,
,,Chittagong-4000,,,,,,,
,,Phone: 031-653885,,,,,,,
412,Bangladesh Unnayan,"House-50, Road-8, Block-D,",359,22-Feb-90,22-Feb-15,22-Feb-20,Dhaka,Bangladesh,
,Parishad,"Niketon, Gulshan-1, Dhaka-1212",,,,,,,
,,"Phone: 9863962, Fax: 9850036",,,,,,,
,,www.bup-bd.org,,,,,,,
413,Bangladesh Village,"Vill: Chabikharpar, PO: Kathira,",1520,9-May-00,9-May-15,9-May-20,Barisal,Bangladesh,
,Development,"UZ: Agailjhara, Barisal",,,,,,,
414,Bangladesh Watch Tower,"House-58, Block-B, Flat-A4,",1840,8-Jun-03,8-Jun-18,8-Jun-28,Dhaka,Bangladesh,
,Society,"Road-04, Banani, Dhaka",,,,,,,
,,"Phone: 882-7665, Fax: 8815179",,,,,,,
415,Bangladesh Water,"House-10, Road-23/C, Gulshan-1,",3165,17-Oct-18,,17-Oct-28,Dhaka,Bangladesh,
,Partnership,Dhaka,,,,,,,
,,Mob: 01770199061,,,,,,,
416,Bangladesh Woman's,"House-806, Road-03, Baitul",127,20-Oct-82,15-May-15,15-May-20,Dhaka,Bangladesh,
,Health Coalition,"Aman Housing Society, Adabor,",,,,,,,
,,"Shymoli, Dhaka-1207",,,,,,,
,,Phone: 9131681-2,,,,,,,
417,Bangladesh Youth,"Apart-A-3, House-15 (2nd",2375,8-Jul-08,8-Jul-13,8-Jul-18,Dhaka,Bangladesh,
,Enterprise Advice and,"Floor), Road-12, Block-F,",,,,,,,
,Help Center,"Niketon, Dhaka-1212",,,,,,,
418,Bangladesh Youth First,"B-8/9 East Bhobanipur,",1266,27-May-98,27-May-18,27-May-28,Dhaka,Bangladesh,
,Concerns (BYFC),"Ghenda, Savar, Dhaka-1343",,,,,,,
,,"Phone: 7742036, 7742037",,,,,,,
419,Bangladesh Youth,"Plot-03, Road-20, Block-J,",2686,15-Mar-12,15-Mar-17,15-Mar-22,Dhaka,Bangladesh,
,Leadership Centre,"Baridhara, Dhaka-1212.",,,,,,,
,,Phone: 01713311331,,,,,,,
420,Bangladeshi Mental Health,"House-13, Road-1, Block-A,",1782,31-Dec-02,31-Dec-07,31-Dec-12,Dhaka,UK,
,Association,"Sector-11, Mirpur, Dhaka",,,,,,,
421,Bangla-German Sampreti,"House-1/17 (1st Fl.), Block-B,",633,30-Jun-92,30-Jun-17,30-Jun-27,Dhaka,Bangladesh,
,(BGS),"Humayun road, Mohammadpur,",,,,,,,
,,Dhaka.,,,,,,,
,,"Phone : 9124318, 9118584",,,,,,,
,,fax: 9124319,,,,,,,
422,Banoful,"01 No Bagan Bari Lane, 215",1058,12-Aug-96,12-Aug-16,12-Aug-26,Khulna,Bangladesh,
,,"Khanjahan Ali Road, Khulna.",,,,,,,
,,Phone: 041-721314,,,,,,,
423,Banosree Nari Unnayan,"Uttar Kalindipur, Rangamat.",2906,2-Dec-14,,2-Dec-19,Rangamati,Bangladesh,
,Foundation,Phone: 01720-206214,,,,,,,
424,Baptist Aid Bangladesh,"7, Green Corner, Green Road,",818,3-Mar-94,3-Mar-19,3-Mar-29,Dhaka,Bangladesh,
,Baptist Church Fellowship,Dhaka,,,,,,,
,(Baptist Aid-BBCF),"Phone : 966208, 9661690",,,,,,,
,,Fax: 8611611,,,,,,,
425,Baptist Mid Mission,"Baptish Mid Missions Hospital,",115,30-Dec-81,15-May-15,15-May-20,Natore,USA,
,Bangladesh,"Borohorispur, Natore-6400",,,,,,,
,,"Phone : 0771-62386, 01711-",,,,,,,
,,70468,,,,,,,
426,BARCIK,"House-50, Road-27,",1238,18-Feb-98,18-Feb-18,18-Feb-28,Dhaka,Bangladesh,
,,"Dhanmondi, Dhaka.",,,,,,,
,,"Phone: 9132372, 01715-696855",,,,,,,
,,Fax: 9132372,,,,,,,
427,Barendra Advancement,"Choturpur, PO&UZ: Shibganj,",1751,23-Oct-02,23-Oct-17,23-Oct-27,Chapainababg,Bangladesh,
,Integrated Committee,Chapainobabganj.,,,,,anj,,
,(BAIC),Phone : 0781-56154,,,,,,,
428,Barendra Bhumi Social,"Vill. Mahinagar, P.O. Shujailhat,",503,18-Jul-91,18-Jul-16,18-Jul-21,Naogaon,Bangladesh,
,Development Organisation,"P.S: Mohadebpur, Noagaon",,,,,,,
,,"Phone: 01711-883016, 10712-",,,,,,,
,,21645,,,,,,,
429,Barendra Development,"Niamatpure, Naogaon.",2730,16-Sep-12,16-Sep-17,16-Sep-27,Naogaon,Bangladesh,
,Foundation (BDF),Phone: 01716-476546,,,,,,,
430,Barendra Development,"Vill. Dadrail, P.O: Hatrajbari,",634,4-Jul-92,4-Jul-17,4-Jul-27,Naogaon,Bangladesh,
,Organisation (BDO),"P.S. Niamatpur, Naogaon",,,,,,,
,,Phone: 01730-005252,,,,,,,
431,Barguna Nari Jagaran,"House-Ashahi Mansion, College",2332,7-Apr-08,7-Apr-18,7-Apr-28,Barguna,Bangladesh,
,Karmosuchi (JAGO-NARI),"Road, PO+UZ: Sadar, Dist:",,,,,,,
,,Barguna,,,,,,,
,,Phone: 0448-6228,,,,,,,
432,Barguna Women,Siddiqur Rahman Bhaban (2nd,2345,28-Apr-08,28-Apr-13,28-Apr-18,Barguna,Bangladesh,
,Development Society,"Floor), Staff Quarter Road,",,,,,,,
,(BWCS),Barguna.,,,,,,,
,,Phone: 0448-62080,,,,,,,
433,Bari Nagar Samaj Kalyan,"Vill & P.O. Barinagar, Jessore",526,26-Aug-91,26-Apr-11,26-Apr-16,Jessore,Bangladesh,
,Sangstha,"Sadar, Jessore",,,,,,,
,,Phone : 01711-930528,,,,,,,
434,Barisal Disabled Peoples,"Kharki Road, Barisal",2691,18-Apr-12,,18-Apr-17,Barisal,Bangladesh,
,Organization,Phone: 01711-201014,,,,,,,
435,Barisal Samaj Unnayan,"West Sujankhati, Agailjhara,",1342,18-Jan-99,18-Jan-04,18-Jan-09,Barisal,Bangladesh,
,Sangstha,"P.S: Agailjhara, Barisal",,,,,,,
,,"Phone: 04323-56319, Fax:",,,,,,,
,,04323-56246,,,,,,,
436,Barisal Social,"13, Perara Road, Sadar, Barisal",1111,21-Dec-96,21-Dec-11,21-Dec-16,Barisal,Bangladesh,
,Advancement Society,Phone: 0431-53995,,,,,,,
,(BASAS),,,,,,,,
437,Barisal Unnayan Sangstha,"Kaga Sura, PO: Amir Gong",2775,25-Mar-13,25-Mar-18,25-Mar-28,Barisal,Bangladesh,
,,"Bazar, PS: Barisal Sadar,",,,,,,,
,,Barisal,,,,,,,
,,Phone: 01913-921452,,,,,,,
438,Barna Samaj Kallayan,"219/1 Amena School Road,",2993,17-Jan-16,,17-Jan-21,Gopalganj,Bangladesh,
,Sangstha,Gopalganj,,,,,,,
,,Phone: 01823-104504,,,,,,,
439,Barnaly,"Malek Bhaban (1st Floor), 40,",2370,15-Jun-08,15-Jun-13,15-Jun-18,Chittagong,Bangladesh,
,,"Goalpara, Enayet Bazar,",,,,,,,
,,"Kotwali, Chittagong.",,,,,,,
,,Phone: 031-627875,,,,,,,
440,Basati (Joibo Nibir,"Chaprishir Hat, PO: Charfakira,",2823,23-Oct-13,23-Oct-18,23-Oct-28,Noakhali,Bangladesh,
,Protibesh Rokhai Samajik,"Upazila: Companiganj, Dist:",,,,,,,
,Uddog),Noakhali,,,,,,,
,,Phone: 01715-81047,,,,,,,
441,Basco Foundation,"House-78, Pashu Hospital Para,",2672,8-Feb-12,8-Feb-17,8-Feb-27,Magura,Bangladesh,
,,"Chaya Bithi Road, Magura",,,,,,,
,,Phone: 01712-473206,,,,,,,
442,Bashaboo Friends,"69/2, Central Bashaboo,",2111,12-Jul-06,12-Jul-16,12-Jul-26,Dhaka,Bangladesh,
,Association (BFA),"Sabujbag, Bashaboo, Dhaka-",,,,,,,
,,1214,,,,,,,
,,Phone: 8251374,,,,,,,
,,www.bfabd.org,,,,,,,
443,Basic Development,"32/5, Senpara parbata, Mirpur-",1383,16-May-99,16-May-14,16-May-19,Dhaka,Bangladesh,
,Partner (BDP),"10, Dhaka.",,,,,,,
,,Phone : 9009326-7,,,,,,,
444,Basic Organization,"Mohalla, Mataish Manzil, PO &",2538,2-Feb-10,2-Feb-15,2-Feb-20,Joypurhat,Bangladesh,
,Network for Development,"PS: Panchbibi, Dist: Joypurhat",,,,,,,
,and Humanitarian Aid for,"Phone: 05724-75362, 75133",,,,,,,
,Nation (BONDHAN),Mobile: 01712-158602,,,,,,,
445,Basic Rights Initiative,"68/69, Level-5, Concept Tower,",3038,3-Oct-16,,3-Oct-21,Dhaka,Bangladesh,
,,"Panthapath, Dhaka.",,,,,,,
,,Phone: 01868369609,,,,,,,
446,Basic Unit for Resources,"House-12/A, Road-104, Block-",610,19-Mar-92,19-Mar-17,19-Mar-27,Dhaka,Bangladesh,
,and Opportunity of,"CEN(F), Gulshan-2, Dhaka.",,,,,,,
,Bangladesh 'Buro,"Phone: 8857576, 8858564, Fax:",,,,,,,
,"Bangladesh""",8858447,,,,,,,
,,www.burobd.org,,,,,,,
447,Basmah Foundation,"Sadipur, Boronagar, Sonargaon,",3160,26-Jul-18,,26-Jul-28,Narayanganj,Bangladesh,
,,Narayanganj,,,,,,,
,,1711575847,,,,,,,
448,Bastob Initiative for,"6/20, Humayun Road (5th",1263,6-May-98,6-May-18,6-May-28,Dhaka,Bangladesh,
,Peoples Self Development,"Floor), Block-B, Mohammadpur,",,,,,,,
,,Dhaka-1207,,,,,,,
,,Phone: 8128805,,,,,,,
449,BASUG-Diaspora &,"DIPSHIKHA Bhaban, 282/5, 1st",2683,6-Mar-12,6-Mar-17,6-Mar-22,Dhaka,Netherlands,
,Development (Bangladesh,"Colony, Mazar Road, Mirpur-01,",,,,,,,
,Chapter),Dhaka-1216,,,,,,,
,,Phone: 01714-045547,,,,,,,
450,Basundhara Social,"R.K. Road, Kurigram",1392,8-Jun-99,8-Jun-19,8-Jun-29,Kurigram,Bangladesh,
,Development Society,"Phone : 01710-397414, 0581-",,,,,,,
,,61507,,,,,,,
451,BBC World Service Trust,"Basati Aristocrats (5th Floor),",2404,27-Jan-09,,27-Jan-14,Dhaka,UK,
,,"Plot-06, Block-SWH, Gulshan",,,,,,,
,,"Avenue, Gulshan, Dhaka-1212",,,,,,,
452,Becon Samaj Unnayan,"Lae-8, Sabujbagh, Patuakhali.",2748,21-Nov-12,,21-Nov-17,Patuakhali,Bangladesh,
,Sangstha,Phone: 01712-184020,,,,,,,
453,BEDO,"8/6, Segunbagicha, Dhaka.",1184,3-Sep-97,3-Sep-17,3-Sep-27,Dhaka,Bangladesh,
,,"Phone : 9554798, 9568906",,,,,,,
,,www.bedobd.org,,,,,,,
454,Beez Bistar Foundation,"22/13 Khiljee Road, Block-B,",2612,28-Nov-10,,28-Nov-15,Dhaka,Bangladesh,
,,"Mohammadpur, Dhaka-1207.",,,,,,,
,,"Phone: 8111465, 8124533",,,,,,,
455,Bekar Youth Helping,"Green Haven, Mridhapara,",2019,20-Mar-05,20-Mar-15,20-Mar-20,Jamalpur,Bangladesh,
,Through Alternative &,"Station Road, Jamalpur.",,,,,,,
,Nurtured Development (BY,Phone: 883901-4,,,,,,,
,HAND),,,,,,,,
456,Belayet Husain Foundation,"Mehedi Kunjha, Old Bazar Main",2187,16-Jan-07,,16-Jan-12,Bagerhat,Bangladesh,
,,"Road, Bagerhat.",,,,,,,
457,BHN Association,"Mallika, 24/5, Prominent",2767,26-Feb-13,,26-Feb-18,Dhaka,Japan,
,,"Housing, 3 Piciculture Road,",,,,,,,
,,"Mohammadpur, Dhaka.",,,,,,,
,,Phone: 01713-130666,,,,,,,
458,Bhola Samaj Unnayan,"C&B Coloney Gazipur Road,",2525,29-Dec-09,29-Dec-14,29-Dec-19,Bhola,Bangladesh,
,Sangstha (BSUS),"PO: Bhola Sadar, Dist: Bhola",,,,,,,
,,"Phone: 01673-981064, 01823-",,,,,,,
,,314080,,,,,,,
459,Bhola Seba Sangha (BSS),"Vill. Syedpur, P.O: Hazipur",817,1-Mar-94,1-Mar-14,1-Mar-19,Bhola,Bangladesh,
,,"Madrasha, Thana: Daulatkhan,",,,,,,,
,,Dist. Bhola.,,,,,,,
,,Phone: 01732-049901,,,,,,,
460,Bhumij Foundation,"Vill. & P.O. Tala, Thana Tala,",925,22-Mar-95,22-Mar-16,22-Mar-21,Sathkhira,Bangladesh,
,,Satkhira,,,,,,,
,,"Phone :04727-56149, 01711-",,,,,,,
,,806849,,,,,,,
,,Mobile: 01711-806866,,,,,,,
,,www.bhumija.org,,,,,,,
461,Bhumista,"Shahid Siraj Sarani, Katia, Dist:",2876,12-Aug-14,,12-Aug-19,Sathkhira,Bangladesh,
,,Satkhira,,,,,,,
,,Phone: 01711-788988,,,,,,,
462,Bichitra Unnayan,"Vill: Kashba, PO: Pulhat, Dist:",355,30-Jan-90,30-Jan-15,30-Jan-20,Dinajpur,Bangladesh,
,Sangstha (BUS),Dinajpur,,,,,,,
,,Phone : 01715359507,,,,,,,
463,Bihango Mohila Sangstha,"Govt. Girls School College,",2740,8-Nov-12,8-Nov-17,8-Nov-27,Patuakhali,Bangladesh,
,,Patuakhali,,,,,,,
,,Phone: 0175-753805,,,,,,,
464,Bikalpa Unnayan,"Tursa, Nazir Moholla, Barisal-",370,3-Mar-90,3-Mar-10,3-Mar-15,Barisal,Bangladesh,
,Karmasuchi (BUK),8200,,,,,,,
,,Phone: 0431-2173346,,,,,,,
465,Bikash,"41, Sir Syed Road, Faridpur",926,29-Mar-95,29-Mar-05,29-Mar-10,Faridpur,Bangladesh,
,,Phone : 0631-2455,,,,,,,
466,Bikash-Bangladesh,"Vill: Mamatpara, Panchagarh,",1970,10-Oct-04,10-Oct-14,10-Oct-19,Panchagar,Bangladesh,
,,"Pauroshava, Sadar, Panchagarh",,,,,,,
,,Phone: 01730-017201,,,,,,,
,,www.bikashbd.org,,,,,,,
467,Bikrampur Ayeen Sahajja,"4/42, Taherbag, Nowabpur,",462,14-Apr-91,14-Apr-16,14-Apr-21,Dhaka,Bangladesh,Cancelled on
,Sangstha,Dhaka-1100,,,,,,,"15/06/2010,"
,,Phone: 7125156,,,,,,,Revived on
,,,,,,,,,7/4/2013
468,BINA Sangstha,"Suma House, 755 Adarsjanag",258,16-Feb-88,16-Feb-18,16-Feb-28,Dhaka,Bangladesh,
,,"(Paradogar) Konapara,",,,,,,,
,,"Jatrabari, Dhaka-1362",,,,,,,
,,Phone: 7552027,,,,,,,
469,Bishwa Sahitya Kendra,"14, Kazi Nazrul Islam Avenue,",278,27-Nov-88,27-Nov-18,27-Nov-28,Dhaka,Bangladesh,
,(World Literature Centre),Dhaka-1000,,,,,,,
,,"Phone : 9660812, 8618567",,,,,,,
470,Bishya Muktibani Sangstha,"Hasina Monjil, Anana Bhaban",5,22-Apr-81,9-Aug-15,9-Aug-20,Khulna,Bangladesh,
,,"Lane, 187/1 Khan Jahan Ali",,,,,,,
,,"Road, Khulna-9100",,,,,,,
,,"Phone: 041-721325, Fax: 041-",,,,,,,
,,725682,,,,,,,
471,Biswas Foundation,"Vill & Post- Parulia, P.S:",1893,13-Dec-03,13-Dec-08,13-Dec-13,Sathkhira,Bangladesh,
,,"Debhata,",,,,,,,
,,Dist. Satkhira.,,,,,,,
,,"Phone: 01715-758117, Fax:",,,,,,,
,,0471-64450,,,,,,,
,,www.biswasf.org,,,,,,,
472,Bittahin Bhaggyodoy,"Birol Bazar, Birol, Dinajpur",1317,23-Nov-98,23-Nov-03,23-Nov-08,Dinajpur,Bangladesh,
,Songothan (BIVAS),Phone: 01715-270159,,,,,,,
473,BIVA,"House-584/2, Guakhola, PO:",2245,19-Jun-07,19-Jun-17,19-Jun-22,Jessore,Bangladesh,
,,"Noapara, UZ: Abhajnagar, Dist:",,,,,,,
,,Jessore-7460,,,,,,,
,,Phone: 01711-440199,,,,,,,
474,Blind Education &,"3/1, Road-11, Rupnagar,",861,6-Oct-94,6-Oct-14,6-Oct-19,Dhaka,Bangladesh,
,Rehabilitation,"Section-5, Mirpur, Dhaka.",,,,,,,
,Development Organisation,"Phone : 9009451, 8060703",,,,,,,
,(BERDO),Fax: 9003786,,,,,,,
,,www.berdobd.org,,,,,,,
475,Blue Planet Initiative (BPI),"House-159, Road-6, Block-KA,",3108,8-Nov-17,,8-Nov-27,Dhaka,Bangladesh,
,,"PC Culture Housing,",,,,,,,
,,"Mohammadpur, Dhaka,",,,,,,,
,,Mob: 01558343229,,,,,,,
476,Boalia Islamia Madrasha &,"Anowara, Chittagong.",1207,23-Oct-97,,23-Oct-02,Chittagong,Bangladesh,
,Etimkhana,Phone : 223550,,,,,,,
477,Bohubrihy,"Vill: Tatolia, PO: Boshir Bandar,",2711,21-Jun-12,,21-Jun-17,Dinajpur,Bangladesh,
,,"PS: Chirin Bandar, Dist:",,,,,,,
,,Dinajpur.,,,,,,,
,,Phone: 01714-383207,,,,,,,
478,Bohumukhi Polly Unnayan,"Vill: Rajarampur, PS: Phulbari,",2535,1-Feb-10,1-Feb-15,1-Feb-20,Dinajpur,Bangladesh,
,Sangstha,Dinajpur.,,,,,,,
,,Phoen: 01710-971225,,,,,,,
479,Bonochaya Mohila,"97/7, Boyra Cross Road No-1,",435,26-Jan-91,26-Jan-11,26-Jan-16,Khulna,Bangladesh,
,Kallayan Somity,"Sonadanga, Khulna.",,,,,,,
,,Phone: 01963-915952,,,,,,,
480,Bonoful Foundation,"Village: Sannasgasha, PO:",2816,17-Sep-13,17-Sep-18,17-Sep-28,Jessore,Bangladesh,
,,"Gowrigona, PS: Keshebpur,",,,,,,,
,,Dist: Jessore.,,,,,,,
481,Bonolata Samaj Kalyan,"Jibannagar, Darsana,",2440,26-May-09,,26-May-14,Chuadanga,Bangladesh,
,Sangstha,Chuadanga,,,,,,,
482,Borgang Foundation,"House- P-341, PanKhiyapara,",2371,2-Jul-08,,2-Jul-13,Khagrachari,Bangladesh,
,,"Khagrachari-4400,",,,,,,,
483,BPS (Bangladesh Patriot,"Baghia Bazar, Tongibari,",2463,1-Jul-09,1-Jul-14,1-Jul-19,Munshiganj,Bangladesh,
,Society),Munshiganj.,,,,,,,
,,Phone: 01712-870080,,,,,,,
,,www.bpsngo.com,,,,,,,
484,BRAC,"BRAC Centre, 75, Mohakhali",2,22-Apr-81,15-May-15,15-May-20,Dhaka,Bangladesh,
,,"C/A, Dhaka",,,,,,,
,,"Phone : 9881265, Fax: 9888026",,,,,,,
,,www.brac.net,,,,,,,
485,BRAYDS,"Rani Sankail, Thakurgaon",1541,25-Jun-00,25-Jun-15,25-Jun-20,Thakurgaon,Bangladesh,
,,Phone: 01715672208,,,,,,,
486,Breaking the Silence,"10/14, Iqbal Road (3rd Floor),",1642,20-May-01,20-May-16,20-May-21,Dhaka,Bangladesh,
,,"Mohammadpur, Dhaka-1207.",,,,,,,
,,Phone: 8129926,,,,,,,
,,www.breakingthesilencebd.org,,,,,,,
487,BRIC Bangladesh,"North Dewana, Dowlatpur,",2021,27-Mar-05,,27-Mar-10,Khulna,Bangladesh,
,Resource Improvement,Khulna.,,,,,,,
,Centre,,,,,,,,
488,Bridge Education and,"House-120, Block-F, Road-01,",2381,31-Jul-08,,31-Jul-13,Dhaka,Bangladesh,
,Health Foundation (BEHF),"Banani, Dhaka.",,,,,,,
489,Bridge Society,"House-243 (1-D), Sapnil Adarsh",2047,14-Dec-05,14-Dec-15,14-Dec-20,Dhaka,Bangladesh,
,,"Road, Separa Parbata, PS:",,,,,,,
,,"Kafrul, Mirpur-10, Dhaka-1216",,,,,,,
,,"Phone: 01552421064,",,,,,,,
,,29010155,,,,,,,
,,www.bridgesocietybd.org,,,,,,,
490,Bright Bangladesh Forum,"House-23/B, Road-03,",1829,7-May-03,7-May-18,7-May-28,Chittagong,Bangladesh,
,,"Katalgonj R/A, Panchlish,",,,,,,,
,,Chittagong-4203,,,,,,,
,,Phone: 031-2555901,,,,,,,
491,Brotee Samaj Kallayan,"765, Sat Masjid Road,",1678,26-Sep-01,26-Sep-16,26-Sep-21,Dhaka,Bangladesh,
,Sangstha,"Dhanmondi, Dhaka",,,,,,,
,,"Phone: 9113501, 9140800",,,,,,,
492,Bulbul Samaj Kalyan,"Airport Road, Old Kosba,",516,7-Aug-91,7-Aug-16,7-Aug-21,Jessore,Bangladesh,
,Sangstha,Jessore,,,,,,,
,,Phone: 0421-68910,,,,,,,
493,Bureau of Human Rights,"78/E, Purana Paltan Lane,",1437,19-Oct-99,,19-Oct-04,Dhaka,Bangladesh,
,Bangladesh (BHRB),Dhaka.,,,,,,,
,,Phone : 9332744,,,,,,,
494,Calvary Apostolic Church,"PO: KUET, Daulatupr, Khulna-",106,3-Sep-81,15-May-10,15-May-15,Khulna,USA,
,,9203,,,,,,,
,,Phone: 041-2870024,,,,,,,
495,Campaign for Sustainable,"Vill: Bashudeb, P.O: Ujani, P.S:",1294,10-Sep-98,10-Sep-18,10-Sep-28,Gopalganj,Bangladesh,
,Development (CSD),"Mukshedpur, Dist: Gopalgonj.",,,,,,,
,,Phone: 01759-776237,,,,,,,
496,CAP Anamur,"House-70-71 (3rd Floor), Road-",2307,20-Feb-08,20-Feb-18,20-Feb-28,Dhaka,Germany,
,,"3, Janata Housing Society, Ring",,,,,,,
,,"Road, Adabar, Mohammadpur,",,,,,,,
,,Dhaka-1207,,,,,,,
497,CARE-Bangladesh,Retired Army Officers Welfare,4,22-Apr-81,15-May-15,15-May-20,Dhaka,USA,
,,Association(RAOWA),,,,,,,
,,"Convention Center, VIP Road",,,,,,,
,,"Mohakhali, Dhaka-1206,",,,,,,,
,,email:info@bd.care.org,,,,,,,
498,CARITAS - Bangladesh,"2, Outer Circular Road,",9,22-Apr-81,15-May-15,15-May-20,Dhaka,Bangladesh,
,,"Shantibagh, Dhaka",,,,,,,
,,"Phone : 8315405-9, 8315641",,,,,,,
,,Fax: 88314993,,,,,,,
,,www.caritasbd.org,,,,,,,
