num_var,ngo_name,ngo_address,reg_no,reg_date,renewed_on,valid_until,district,country,remarks
133,Solidar Suisse,"House-165, Road-01 (4th Floor),
Baridhara, DOHS, Dhaka
Phone: 01762253127
email:
info.solidarsuisse.bco@gmail.com",3323,20-09-22,,19-09-32,Dhaka,Switzerland,
134,"Asian Disaster
Preparedness Centre","House-477, Roomy House (3rd
Floor), Road-32, New DOHS,
Mohakhali, Dhaka
Phone: 8871951
www.adpc.net",2641,10-May-11,10-May-16,10-May-21,Dhaka,Thailand,
,,,,,,,,,
135,"Yardimeli International
Humanitarian Relief
Organization","House-06, Road-10, Sector-13,
Uttara, Dhaka
Phone: 01684-343434",2965,14-Sep-15,,14-Sep-20,Dhaka,Turkey,
136,"Sharjah Charity
International","House-02, Road-06/A, Sector-04,
Uttara, Dhaka-1230
Phone: 89955395",825,20-Apr-94,20-Apr-19,20-Apr-29,Dhaka,UAE,
137,"Welfare Association
Fujairah","House-15, Road-11, Sector-04,
Uttara Model Town, Dhaka.-1230
Phone: 8913677, Fax: 8913677",680,26-Jan-93,26-Jan-13,26-Jan-18,Dhaka,UAE,
138,Action Aid- Bangladesh,"House- 8, Road-136, Gulshan-1,
Dhaka
Phone :9888006, 55044851-7
www.actionaid.org",210,27-Apr-86,27-Apr-21,27-Apr-31,Dhaka,UK,
139,"Action on Disability &
Development","House-56, Road-11, Block-C,
Banani, Dhaka.
Phone : 8832037, Fax: 8831228
www.add.org.bd,
mosharraf.doc@gmail.com",804,13-Feb-94,13-Feb-19,13-Feb-29,Dhaka,UK,
140,"Al Basar International
Foundation","1/9, Block-E, Satmasjid Road,
Lalmatia, Dhaka,
Phone :9135451-2, Fax: 8114142",654,22-Sep-92,22-Sep-17,22-Sep-27,Dhaka,UK,
141,"Al-Khair Foundation
Bangladesh Field Office","House-1/A, Block-SW(F), Road-4,
Gulshan-1, Dhaka-1212, Tel: 02-
48810334, Mob: 01711965422",3161,02-Aug-18,,02-Aug-28,Dhaka,UK,
142,Apasenth International,"House-82, Road-16, Sector-11,
Uttara, Dhaka
Phone: 0171221857",3096,30-Oct-17,,30-Oct-27,Dhaka,UK,
143,Article 19,"Rabbi House, Apartment B3,
CEN(B)-11, Road-99, Gulshan-2,
Dhaka-1212
Phone: 01713-039669",2705,29-May-12,29-May-17,29-May-27,Dhaka,UK,
144,"Bangladesh
Development Initiative","125, 9/A (Old), Shankar,
Dhanmondi, Dhaka-1209.",2433,30-Apr-09,,30-Apr-14,Dhaka,UK,
145,"Bangladeshi Mental
Health Association","House-13, Road-1, Block-A, Sector-
11, Mirpur, Dhaka",1782,31-Dec-02,31-Dec-07,31-Dec-12,Dhaka,UK,
146,"BBC World Service
Trust","Basati Aristocrats (5th Floor), Plot-
06, Block-SWH, Gulshan Avenue,
Gulshan, Dhaka-1212",2404,27-Jan-09,,27-Jan-14,Dhaka,UK,
147,"Ceshires Foundation
Homes-Bangladesh","Sonargaon Janapath, House-32,
Sector-9, Uttara Model Town,
Dhaka-1230
Phone: 8911276",138,01-Apr-83,14-May-15,14-May-20,Dhaka,UK,
148,Christian Aid,"Apt F-3, House-1/A, Road-35,
Gulshan-2, Dhaka-1212
Phone: 9859736-7
www.christianaid.org",1579,25-Oct-00,25-Oct-20,25-Oct-30,Dhaka,UK,
149,Global One,"House-3/1, Block-F, Flat-5C,
Lalmatia, Dhaka
Phone: 01701663690",2866,15-Jun-14,15-Jun-19,15-Jun-29,Dhaka,UK,
,,,,,,,,,
150,"Grameen Welfare Smile
Charity","7144 Eastern Plaza, Hatirpool,
Dhaka.
Phone: 01517-031737",2619,02-Jan-11,,02-Jan-16,Dhaka,UK,
151,Green Life-UK,"S-15, Nurjahan Road (3rd Floor),
Mohammadpur, Dhaka-1207
Phone: 01711-248950",2285,08-Nov-07,08-Nov-12,08-Nov-17,Dhaka,UK,
152,"Help the Needy
Charitable Trust","48/3 Monico Mina Tower,
Apartment: E-7, West Agargaon,
Sher-e-Bangla Nagar,Dhaka-1207
Phone: +8802 9101613
Mobile: 01838-214621",2833,18-Nov-13,18-Nov-18,18-Nov-28,Dhaka,UK,
153,"HelpAge International
(HAI)-Bangladesh","House-35/D, (1st Floor), Block-G,
Road-07, Banani, Dhaka-1213
Phone: 9870103
www.helpage.org",2493,13-Oct-09,13-Oct-19,13-Oct-29,Dhaka,UK,
154,"Humanity First
Bangladesh","Road-06, House-382, DOHS,
Baridhara, Dhaka.",2346,14-May-08,14-May-13,14-May-23,Dhaka,UK,
155,"International Relief &
Development Inco.","BTMC Bhaban (8th Floor), 7-9
Kawran Bazar, Dhaka.
Phone: 01711-540895",2636,12-Apr-11,,12-Apr-16,Dhaka,UK,
156,Islamic Aid,"215 Ahmed Nagar, Mirpur-1, Dhaka-
1216
Phone: 0852843",2177,24-Dec-06,24-Dec-11,24-Dec-16,Dhaka,UK,
157,Islamic Relief - U.K.,"House-10, Road-10, Block-K,
Baridhara, Dhaka-1212.
Phone: +88 02 8819392, +88 02
9893458
Fax: 88 02 8825119",553,10-Nov-91,10-Nov-21,10-Nov-31,Dhaka,UK,
158,Justice and Care,"House-07, Road-33, Gulshan-2,
Dhaka.",2998,27-Jan-16,27-Jan-21,27-Jan-31,Dhaka,UK,
159,"Learning for Life
Bangladesh","1st Floor, C-18, Block-E, Kakir
Hossain Road, Dhaka.
Phone: 01711-890237",2907,29-Dec-14,,29-Dec-19,Dhaka,UK,
160,Lepra Bangladesh,"Navana Le Caprice, Flat-A1, House-
80, Road-07, Block-H, Banani,
Dhaka.
Phone: +88 02 8828791,
Fax:: +88 02 9899531",1535,18-Jun-00,18-Jun-20,18-Jun-30,Dhaka,UK,
161,"Leprosy Mission, The","H-17A, Rd-3, Banani(Old), DOHS,
Dhaka-1206
Phone : 8826395, Fax: 8821074
www.leporsymission.org",471,21-May-91,21-May-21,21-May-31,Dhaka,UK,
162,Mozidia Trust,"130 D.I.T Extension Road, Rahmat
Bhaban (2nd Floor), Fakirapool,
Motijheel, Dhaka-1000
Phone: 9336869",2238,27-May-07,27-May-17,27-May-27,Dhaka,UK,
163,"Muslim Aid-UK,
Bangladesh Field Office","House-13 (4th & 5th Floor), Road-
27,
Block-J, Banani, Dhaka-1213.
Phone: 8836221, 8836421, Fax:
8821368",552,10-Nov-91,10-Nov-21,09-Nov-31,Dhaka,UK,
164,"Muslim Hands
International","House-6/11 (5th Floor), Block-E,
Lalmatia, Dhaka
Phone: 9113029",966,30-Aug-95,30-Aug-20,30-Aug-30,Dhaka,UK,
,,,,,,,,,
165,"Newhem Bengali
Community Trust","Bari Mansion, East Subid Bazar,
Sylhet
Phone : 715329",1193,06-Oct-97,06-Oct-07,06-Oct-12,Sylhet,UK,
166,OXFAM -Bangladesh,"House-23, Road-28, Block-K,
Banani, Dhaka.
Phone : 8813607-9, Fax: 8817402
www.oxfam.org/bangladesh",79,22-Apr-81,15-May-20,15-May-30,Dhaka,UK,
167,Painted Children,"Arafat Niloy, House-16, Road-10,
Apt: NE-4, Gulshan-1, Dhaka.
Phone: 01715-600219",2548,04-Mar-10,,04-Mar-15,Dhaka,UK,
168,Practical Action,"House-28/A, Road-05, Dhanmondi
R/A, Dhaka-1205
Phone: 9672683, Fax: 9674340
www.practicalaction.org",390,21-Oct-90,21-Oct-20,21-Oct-30,Dhaka,UK,
169,"Royal Commonwealth
Society for the Blind
(RCSB)","House-1/B (5th floor), Road-08,
Block-I, Banani, Dhaka-1213
Phone: 8826821, Fax: 8826580
www.sightsavers.org",7,22-Apr-81,15-May-20,15-May-30,Dhaka,UK,
170,"Save The Children Fund
(UK)","Plot-14, Road # 16A, Gulshan-1,
Dhaka-1212
Phone : 8812523",22,22-Apr-81,15-May-10,15-May-15,Dhaka,UK,
171,"Save the Children
International","House-CWN(A) 35, Road-43,
Gulshan-2, Dhaka-1212
Phone: 9861690, Fax: 9886372",2630,20-Mar-11,20-Mar-21,20-Mar-31,Dhaka,UK,
172,Sefar World,"House-08, Road-13, Dhanmondi,
Dhaka
Phone: 8159970",2774,19-Mar-13,19-Mar-18,19-Mar-28,Dhaka,UK,
173,"Sir William Beveridge
Foundation","Hasan Holdings (6th Floor), 52/1,
New Eskaton Road, Ramna, Dhaka-
1000
Phone: 9353633, Fax: 9361500
www.beveridgefoundation.org",2262,15-Aug-07,15-Aug-17,15-Aug-27,Dhaka,UK,
174,Tear Fund,"House-196, Lane-DOHS,
Baridhara, Dhaka
Phone: 01711-379056",3000,31-Jan-16,31-Jan-21,31-Jan-31,Dhaka,UK,
175,"The Humanitarian &
Saving Lives Trust","45 Topkhana Road, Tropikhana
Tower (11th Floor), Room-11/D,
Dhaka
Phone: 079844309929",2914,25-Jan-15,,25-Jan-20,Dhaka,UK,
176,The Salvation Army,"House-365/2 DOHS Baridhara,
Road-06, West, Dhaka-1206
Phone: 8411755, Fax: 8411757",33,22-Apr-81,15-May-20,15-May-30,Dhaka,UK,
177,"The Sreepur Village
Bangladesh","House-20, Road-17, Nikonja-2,
Dhaka
Phone: 8953308
www.thesreepurvillage.org",1144,16-Mar-97,16-Mar-17,16-Mar-27,Dhaka,UK,
178,"United Kingdom
Bangladesh Education
Trust (UKBET)","House-144 (3rd Floor), Road-04,
Block-E, Shahjalal Uposhahar,
Sylhet-3100
Phone: 0821-723089
www.ukbetbd.org",1889,20-Nov-03,20-Nov-18,20-Nov-28,Sylhet,UK,"Cancelled on
09/08/2010,
Revived on
09/06/2011"
179,United Purpose,"House-08, Road-28, Block-K,
Banani, Dhaka.
Phone: 8855296, 9883267
www.concern-universal.org",702,04-May-93,04-May-18,04-May-28,Dhaka,UK,
,,,,,,,,,
180,"Voluntary Service
Overseas (VSO)","House-382, Road-28, New DOHS,
Mohakhali, Dhaka-1206
Phone: 9851462, Fax: 9893243
www.vsointernational.org",21,22-Apr-81,15-May-20,15-May-30,Dhaka,UK,
181,"Water & Sanitation for
the Urban Poor","House-103, Lane-4, Jannata
Housing, Mirpur-2, Dhaka.
Phone: 8143742",2694,17-May-12,17-May-17,17-May-27,Dhaka,UK,
182,Water Aid,"House-97/B, Road-25, Block-A,
Banani, Dhaka-1213
Phone: 8815757, Fax: 9882577
www.wateraid.org/bangladesh",1022,31-Mar-96,31-Mar-21,31-Mar-31,Dhaka,UK,
183,Insaan Aid,"Islamabad, Shaparan,
Khadimnagar, Sylhet.
Phone: 01744220637",3335,28-11-22,,27-11-32,Sylhet,UK,
184,"Academy for
Educational
Development (AED)","South Breeze, House-08, Gulshan
Avenue, Gulshan-01, Dhaka.
Phone: 01714-174370",2514,08-Nov-09,,08-Nov-14,Dhaka,USA,
185,ACDI/VOCA,"House-30, Road-19/A, Banani,
Dhaka-1213
Phone: 8836801",2580,03-Jun-10,03-Jun-20,02-Jun-30,Dhaka,USA,
186,Action for Enterprise,"House-03, Apt. 3A4, Nam Villa,
Road-06, Gulshan-01, Dhaka-1212
Phone: 8817277
E-mail:
info@actionforenterprise.org",2427,28-Apr-09,28-Apr-19,27-Apr-29,Dhaka,USA,
187,"Adventist Development
& Relief Agency
International (ADRA)","149, Shah Ali Bagh, Mirpur-1,
Dhaka
Phone : 8014096
www.adrabd.org",73,22-Apr-81,15-May-20,15-May-30,Dhaka,USA,
188,"American Center for
International Labour
Solidarity","House-09, Road-127, Gulshan-01,
Dhaka-1212
Phone: 8828403, Fax: 8820208
www.solidaritycenter.org",18,22-Apr-81,15-May-20,15-May-30,Dhaka,USA,
189,"Amrock Academy
Society","19, Akbarbad Estate, Shirishnagar,
Khulna-9100
Phone: 041-721589
www.amaroksociety.org",2657,22-Sep-11,22-Sep-21,22-Sep-31,Khulna,USA,
190,"ASHOKA : Innovators
for the Public","House-19/1, (2nd floor), R-15(New),
28(Old), Dhanmondi R/A, Dhaka.
Phone : 8115868",403,13-Nov-90,10-Nov-01,10-Nov-06,Dhaka,USA,
191,"Assemblies of God
Mission","401/1, New Eskaton Road, Dhaka
Phone :8316452, Fax: 8313978",107,03-Sep-81,16-May-16,16-May-26,Dhaka,USA,
192,Association of Baptist,"7, Rashik Hazari Lane, Chawk
Bazar, Chittagong
Phone : 624174, 610548",42,22-Apr-81,15-May-20,15-May-30,Chittagong,USA,
193,"Bangladesh Every
Home Contact","38, Dilu Road, New Eskatan, Dhaka
Phone : 9332714",87,22-Apr-81,15-May-20,15-May-30,Dhaka,USA,
194,"Bangladesh Mission
Foreign Mission Board
Southern Baptist
Convension","2, Mirpur Road, Kalyanpur, Dhaka
Phone : 8054224, Fax: 8013580",44,27-Aug-81,15-May-15,15-May-25,Dhaka,USA,
,,,,,,,,,
195,"Baptist Mid Mission
Bangladesh","Baptish Mid Missions Hospital,
Borohorispur, Natore-6400
Phone : 0771-62386, 01711-
070468",115,30-Dec-81,15-May-20,15-May-30,Natore,USA,
196,"Calvary Apostolic
Church","PO: KUET, Daulatupr, Khulna-9203
Phone: 041-2870024",106,03-Sep-81,15-May-10,15-May-15,Khulna,USA,
197,CARE-Bangladesh,"Retired Army Officers Welfare
Association(RAOWA) Convention
Center, VIP Road Mohakhali,
Dhaka-1206,
email:info@bd.care.org",4,22-Apr-81,15-May-20,15-May-30,Dhaka,USA,
198,"Christan Service
International","151/5, Manipuripara (1st floor),
Tejgaon, Dhaka.
Phone : 9133756",770,11-Nov-93,11-Nov-18,11-Nov-28,Dhaka,USA,
199,"Churches of God
Mission","Mission House, Gohail Road,
Sutrapur, Bogra-5800
Phone : 051-66521",6,22-Apr-81,15-May-20,15-May-30,Bogra,USA,
200,"Community Recovery
International
Bangladesh","House-104, Road-19, Sector-11,
Uttara, Dhaka
Phone: 01772-125589",2885,21-Aug-14,21-Aug-19,21-Aug-29,Dhaka,USA,
201,"Compassion
International
Bangladesh","House-53, Road-10, Block-E,
Banani, Dhaka.
Phone: 9860077, Fax: 9888597
www.compassion.com",2378,21-Jul-08,21-Jul-18,21-Jul-28,Dhaka,USA,
202,"Counterpart
International Inc.","House-14(3rd Fl.), Road-32,
Gulshan-1, Dhaka.
Phone: 9851021, Fax: 9851042",2811,25-Aug-13,25-Aug-18,25-Aug-28,Dhaka,USA,
203,Engender Health Int.,"Concord Royal Court, House-40,
Road-27 (16 New), Dhanmondi,
Dhaka-1209, Phone:02-58156202",3179,11-Dec-18,,11-Dec-28,Dhaka,USA,
204,"Family Health
International","House-05, Road-35, Gulshan-2,
Dhaka-1212
Phone: 9887561, Fax: 9887563
www.fhi.org",2258,08-Aug-07,08-Aug-17,08-Aug-27,Dhaka,USA,
205,"Friends of Bangladesh-
USA","Dattapara, Tongi, Gazipur
Phone : 9801409",174,19-Nov-84,21-May-20,21-May-30,Gazipur,USA,
206,"Good People World
Family in Bangladesh
(GPW-BD)","House-288, Lane-4, East D.O.H.S.
Baridhara, Dhaka-1206",2076,01-Mar-06,,01-Mar-11,Dhaka,USA,
207,"Habitate for Humanity
International","Road-23/B, House-07, Gulshan-01,
Dhaka-1212
Phone: 8832945
www.habitatbangladesh.org",1357,21-Mar-99,21-Mar-19,21-Mar-29,Dhaka,USA,
208,"Health And Education
For All (HAEFA)","House-31, Road-16, Sector-13,
Uttara. Dhaka-1230, Mob: 01720-
025643
email:
healthonwheels.usa@gmail.com,",3133,11-Jan-18,,11-Jan-28,Dhaka,USA,
209,"Hellen Keller
International","House-10F, Road-82, Gulshan-2,
Dhaka.
Phone: 8823055, Fax: 9855867",20,22-Apr-81,15-May-20,15-May-30,Dhaka,USA,
,,,,,,,,,
210,Hidaya Foundation,"Dayem Mansion, 106, Pilkhana
Road, Azimpur, Dhaka.
Phone: 8614058, 01552-636687",2239,28-May-07,,28-May-12,Dhaka,USA,
211,"Hiefur Project
International
Bangladesh","6/6, Flat-A2(2nd Floor), Road-05,
Block-A, Lalmatia Housing Estate,
Dhaka-1207
Phone: 01755619166, 9116742",2676,20-Feb-12,20-Feb-22,19-Feb-32,Dhaka,USA,
212,"Hope Foundation for
Women & Children of
Banglades Inc.","Link Rad, Chainda, South
Mitachari, Ramu, Cox'sBazar",2386,07-Sep-08,07-Sep-18,07-Sep-28,Cox'sBazar,USA,
213,"Hope Worldwide-
Bangladesh","47/9 West Rajabazar, Indira Road,
Tejgaon, Dhaka-1215.
Phone: 01730-431932",2393,16-Nov-08,16-Nov-18,16-Nov-28,Dhaka,USA,
214,"Hunger Project, The","House-3/7, Asad Avenue,
Mohammadpur, Dhaka-1207
Phone: 8112622, 8127975
Fax: 8116812",557,12-Nov-91,12-Nov-16,12-Nov-26,Dhaka,USA,
215,Ipas Bangladesh,"House-419/A(Ground & 1st Floor),
Road-30, New DOHS Mohakhali,
Dhaka-1206
Phone: +880-2-222286583",2744,13-Nov-12,13-Nov-17,13-Nov-27,Dhaka,USA,
216,"International
Development
Enterprises (IDE)","House-21, Road-123, Gulshan-1,
Dhaka-1212
Phone: 9886515, Fax: 9556548
Phone : 8619258",173,27-Sep-84,15-May-20,15-May-30,Dhaka,USA,
217,"International Education
Foundation","1986/A, Zakir Hossain Road Lane,
East Nasirabad, Chittagong
Phone : 652034",1519,20-Apr-00,20-Apr-20,19-Apr-30,Chittagong,USA,
218,"International Relief and
Development","BTMC Bhaban (8th Floor), 7-9,
Karwan Bazar, Dhaka-1215",2561,22-Apr-10,,22-Apr-15,Dhaka,USA,
219,"International Relief
Friendship Foundation","House-39, Apt: A1, Road-28 (Old),
15 (New), Dhanmondi, Dhaka-1209
Phone : 9130294, 9117514",514,07-Aug-91,07-Aug-11,07-Aug-16,Dhaka,USA,
220,"International Rescue
Committee (IRC)","Apt.-A4, Navana Miru, House-4, Road-
96, Gulshan-2, Dhaka",3141,05-Mar-18,,05-Mar-28,Dhaka,USA,
221,Jhpiego,"UTC Building, Level-19,
Panthapath, Kawran Bazar, Dhaka.
Phone: 01792818076",3039,03-Oct-16,03-Oct-21,03-Oct-31,Dhaka,USA,
222,"Johns Hopkins
University","Abonti, House-37 (Apt-5B & 5D),
Road-27, Banani, Dhaka-1213
Phone: 02-55035439",524,26-Aug-91,26-Aug-21,25-Aug-31,Dhaka,USA,
223,Land O Lakes,"House-461 (1st Floor), Lane-08,
Baridhara DOHS, Dhaka-1206
Phone: 8410818",1713,03-Apr-02,03-Apr-17,03-Apr-27,Dhaka,USA,
224,"Luthern Health Care
Bangladesh","House # 349, Dilu Road,
Moghbazar, Phone :9357626
www.ihcbdhaka@gmail.com",1197,14-Oct-97,14-Oct-17,14-Oct-27,Dhaka,USA,
,,,,,,,,,
225,"Management Science
for Health","House-28, road-63, Gulshan-2,
Dhaka.
Phone: 28822687",2624,23-Feb-11,23-Feb-21,23-Feb-31,Dhaka,USA,
226,Med Global Inc.,"Hotel Esplanade, Room-308, Block-
A, Plot-17, Hotel-Motel Zone,
Kalatoli, Cox'sbazar. Mob:
01879487372",3246,05-Oct-20,,05-Oct-30,Cox'sBazar,USA,
227,"Mennonite Central
Committee (MCC)","4/10, Iqbal Road, Mohammadpur,
Dhaka-1207
Phone: 9117065, 9114366
www.mcc.org/bangladesh.",59,22-Apr-81,15-May-20,15-May-30,Dhaka,USA,
228,Mercy Corps.,"Dhaka Crystal Palace, 3rd floor,
House-SE(D)22, Road-140,
Gulshan South Avenue, Gulshan,
Dhaka",3206,07-Jul-19,,07-Jul-29,Dhaka,USA,
229,"Pally Life Development
Society","Ga-99/5 (3rd floor), Rahima Tower,
Middle Badda, Progati Saroni, PS:
Badda, Dhaka-1212
Phone: 01711-566459",2926,10-May-15,,10-May-20,Dhaka,USA,
230,"Path Finder
International","House-15/A, Road-35, Gulshan-2,
Dhaka-1212
Phone: 9892176, Fax: 9892201
www.pathfind.org",45,22-Apr-81,15-May-20,15-May-30,Dhaka,USA,
231,"Plan International
Bangladesh","House-CWN(B), 14, Road-35,
Gulshan-2, Dhaka-1212
Phone: 8826209, fax: 9861599
www.plan-interational.org",670,14-Dec-92,14-Dec-17,14-Dec-27,Dhaka,USA,
232,"Population Council
(USA)","House-15B, Road-13, Gulshan-1,
Dhaka-1212
Phone: 8821227, Fax: 8823127
www.popcouncil.org",442,10-Feb-91,10-Feb-21,10-Feb-31,Dhaka,USA,
233,"Project Concern
International","House-411, Road-04, Sonadanga
Housing (Phase-2), Khulna-9100
Phone: 041-724387
www.pciproshar.org",2591,08-Aug-10,08-Aug-15,08-Aug-20,Khulna,USA,
234,Project Hope,"A4 La Casandra, 44 Ramkrishna
Mission Road, Dhaka.
Phone: 9569028",2800,11-Jul-13,,11-Jul-18,Dhaka,USA,
235,"Project Orbis
International Inc.","Esprit, Apartment No.-A4, Plot-24,
Road-130, Gulshan-1, Dhaka-1212
Phone: 9858033, Fax: +8802
9849702
www.orbis.org.bd",1471,20-Jan-00,20-Jan-20,20-Jan-30,Dhaka,USA,
236,Relief International,"House-451 (3rd & 4th Floor), Road-
08 (West), Baridhara DOHS, Dhaka-
1206
Phone: 8413156, Fax: 8413156
www.ri-org",2044,08-Nov-05,08-Nov-20,08-Nov-30,Dhaka,USA,
237,"Research, Training and
Management
International","Rtm Complex, 581, Shewrapara,
Begum Rokeya Sarani, Mirpur,
Dhaka-1216
Phone: 8034814,Fax: 8034638
www.rtm-uinternational.org",871,30-Nov-94,30-Nov-19,30-Nov-29,Dhaka,USA,
238,"Room to Read
Bangladesh","6/3 Lalmatia (2nd and 3rd Floor),
Block-D, Dhaha, Bangladesh.
Telephone: 9103627, Fax: 9111766
www.roomtoread.org",2376,10-Jul-08,10-Jul-18,10-Jul-28,Dhaka,USA,
239,"Salt Financial Literacy
International, Inc.","43/4, Senpara, Parbata, Mirpur-10,
Dhaka
Phone: 01720304075",3054,05-Dec-16,05-12-21,04-Dec-31,Dhaka,USA,
,,,,,,,,,
240,"Save The Children
(USA)","House-1A(2), Road-91, Gulshan-2,
Dhaka.
Phone: 8828081, Fax: 9886372",35,22-Apr-81,15-May-10,15-May-15,Dhaka,USA,
241,"Sesame Workshop
Bangladesh","3rd Floor, House-01, Shayesta
Khan Avenue, Sector-04, Uttara,
Dhaka
Phone: 01811-458725",2739,30-Oct-12,30-Oct-17,30-Oct-27,Dhaka,USA,
242,"Seventh Day Adventist
Church of Bangladesh","149, Shah Ali Bagh, Mirpur-1,
Dhaka-1216
Phone : 8012340",62,22-Apr-81,15-May-20,15-May-30,Dhaka,USA,
243,Sil International,"House-11, Road-19/A, Sector-04,
Uttara, Dhaka-1234
Phone: 58950923",1571,05-Oct-00,05-Oct-20,05-Oct-30,Dhaka,USA,
244,"Sonar Bangla
Foundation Bangladesh","19/7, Babor Road, Block-B,
Mohammadpur, Dhaka
Phone: 01715-228770",2949,04-Jul-15,,04-Jul-20,Dhaka,USA,
245,Spaandan B.,"Flat-5/a, Shahjahan Road, Block-a,
Town Hall Bazar, Mohammadpur,
dhaka.
Phone: 01713-036360",2623,09-Feb-11,09-Feb-16,09-Feb-26,Dhaka,USA,
246,Teach for Bangladesh,"Road-79, House-1/C, Flat-B-502,
Gulshan-2, Dhaka.",2868,23-Jun-14,23-Jun-19,23-Jun-29,Dhaka,USA,
247,The Carter Center,"Apartment-4C, House-7, Road-33,
Gulshan Model Town, Dhaka
Mob: 01793592750",3216,01-Sep-19,,01-Sep-29,Dhaka,USA,
248,"The Centers for
International Programs,
Inc.","House-338, Road-24, New DOHS,
Mohakhali, Dhaka.
Phone: 8833505, Fax: 8833505",2497,14-Oct-09,,14-Oct-14,Dhaka,USA,
249,"The Foundation for
Charitable Activities in
Bangladesh","House-15, Road-3/E, Sector-09,
Uttara Model Town, Dhaka",2970,22-Sep-15,22-Sep-20,22-Sep-30,Dhaka,USA,
250,The Optimists,"98/1, Tejkunipara (1st Floor), Galib
Sharoni, Tejgaon, Dhaka-1215
Phone: 01719569312
Email: theopt6@gmail.com
www.theoptimists.org",2179,26-Dec-06,26-Dec-21,25-Dec-31,Dhaka,USA,
251,"The Zakat Foundation
of America Bangladesh","7/1, Monesar Road, Zigatola,Dhaka-
1209
Phone: 9631120",2214,21-Mar-07,21-Mar-22,20-Mar-32,Dhaka,USA,
252,"Uchicago Research
Bangladesh LLC","House-04, Road-2B, Sector-4,
Uttara Model Town, Dhaka
Phone: 8952011",2959,20-Aug-15,20-Aug-20,20-Aug-30,Dhaka,USA,
253,"United States
Pharmacopeia
Bangladesh","Apartment-A/2, Holding-11/A, Road-
50, Block-NW(J), Gulshan-2,
Dhaka. Mob: 01711837546",3257,13-Dec-20,,13-Dec-30,Dhaka,USA,
254,"University Research
Co.LLC. Centre for
Human Services","Basati Condominium, House-15,
Road-17, Banani, Dhaka.",2655,25-Aug-11,25-Aug-21,24-Aug-31,Dhaka,USA,
,,,,,,,,,
255,"Volunteers Association
for Bangladesh","House-806, Road-03, Baitual Aman
Housing Society, Adabor, Dhaka
Phone: 9104558",2041,17-Jan-06,17-Jan-21,17-Jan-31,Dhaka,USA,
256,Water Org.,"House-741, Road-09, Baitul Aman
Housing Society, Dhaka.
Phone: 01972-712901",2916,25-Jan-15,25-Jan-20,25-Jan-30,Dhaka,USA,
257,"Wildlife Conservation
Society","House-89, Road-2, Sonadanga,
Khulna
Phone: 01713-228800",2750,10-Dec-12,10-Dec-17,10-Dec-27,Khulna,USA,
258,"Winrock International
Institute For Agriculture
Development","House-2(2nd Fl.), Rd-23/A,
Gulshan, Dhaka
Phone : 9887943,9889183
www.winrock.org",1269,01-Jun-98,01-Jun-18,01-Jun-28,Dhaka,USA,
259,World Concern,"12/8 Iqbal Road, Block # A,
Mohammadpur, Dhaka-1207
Phone : 8124543, Fax: 8113255
www.worldconcernbd.org",561,16-Nov-91,16-Nov-21,15-Nov-31,Dhaka,USA,
260,"World Mission Prayer
League (Lamb Hospital)","LAMB Hospital, PO- Parbatipur,
Dinajpur-5250
Phone: 05334-74386
www.lambproject.org",112,10-Nov-81,15-May-20,15-May-30,Dhaka,USA,
261,World Renew,"House-268 (2nd Fl.), Lane-08,
DOHS, Baridhara, Dhaka-1212
Phone: 8419171, 8415076
Fax: 8415076",43,22-Apr-81,15-May-20,15-May-30,Dhaka,USA,
262,"World Vision
Bangladesh","34 Kemal Ataturk Avenue, AWAL
Centre (4th Fl.), Banani, Dhaka.
Phone: 8813555-7, 8815515-7
Fax: 880-2-8815180
www.wvasiapacific.org",47,22-Apr-81,15-May-20,15-May-30,Dhaka,USA,
263,"Catholic Relief Services-
United States
Conference of Catholic
Bishops(CRS)","Flat-A08, House-10, Road-90,
Block-NE(L), Gulshan-2, Dhaka",3288,08-Mar-22,,08-Mar-32,Dhaka,USA,"Name
Change
15/12/2022"
264,"Bangladesh American
Society of Aid for
Humanity Inc.","House-1, Road-3, Ward-3, Apat.-
3A, Barimojlish, Boronagar,
Sonargaon, Narayanganj
Phone: 01673945500
email: basmahbd@gmail.com",3325,26-Sep-22,,25-Sep-32,Narayanganj,USA,
265,Americares Foundation,"House-86, Road-10/1, Block-D,
Niketon, Gulshan-1, Dhaka.
Phone: 01713244600
email: kahsan@anerucares.org",3330,19-Oct-22,,18-Oct-32,Dhaka,USA,
266,Stichting Al-Sorour,"Kha-51, Sonali Nir Apartment, Flat-
5/A, Kuril Chowdrastha, Vatara,
Dhaka
Phone: 01670182303",3359,04-Jun-23,,03-Jun-30,Dhaka,Netherlands,
267,Pure Earth,"8/12, Block-A, Lalmatia, Dhaka
Phone: 01713008312
email:",3366,19-Jul-23,,18-Jul-33,Dhaka,USA,
