num_var,ngo_name,ngo_address,reg_no,reg_date,renewed_on,valid_until,district,country,remarks
323,"Bangladesh Mohila
Samity","4, Natok Sarani, Baily Road, Dhaka
Phone : 9337050",501,18-Jul-91,18-Jul-16,18-Jul-26,Dhaka,Bangladesh,
324,"Bangladesh Mohila
Sangha Narayanganj","126/11, Uttar Chashara,
Chandmari, Narayanganj
Phone : 9712875",1195,06-Oct-97,06-Oct-07,06-Oct-12,Narayanganj,Bangladesh,
325,"Bangladesh Mohila
Unnayan Samity","Dapunia, Gouripur, Mymensingh
Phone : 09024-56100
Mobile: 01711-350196",1211,06-Nov-97,06-Nov-17,06-Nov-27,Mymensingh,Bangladesh,
326,"Bangladesh Mohila
Unnayan Sangstha
(BAMUS)","Vill.: Karigram (New Gohati), Post:
Ratangonj, District: Narail",2302,31-Jan-08,,31-Jan-13,Narail,Bangladesh,
327,"Bangladesh Nari
Progati Sangha","Kolpona Sundor, 13/14, Babor
Road, Block-B, Mohammadpur
Housing Estate, Dhaka.
Phone : 8111323, 8124899
Fax: 9120633",271,29-Sep-88,29-Sep-18,29-Sep-28,Dhaka,Bangladesh,
328,"Bangladesh National
Society for the Blind
(BNSB)","P.O. Box - 729, Pahartali,
Chittagong.
Phone : 031-659017
www.ctgeyeinfimary.info",65,22-Apr-81,15-May-20,15-May-30,Chittagong,Bangladesh,
329,"Bangladesh Nature
Foundation","Kuhinoor Villa, Village: Pathi Villa,
PO: Gorakgata, Maheshkhali,
Cox'sBazar
Phone: 01712-216699",2829,03-Nov-13,,03-Nov-18,Cox'sBazar,Bangladesh,
,,,,,,,,,
330,"Bangladesh Nazarene
Mission","House-16, Road-14, Sector-12,
Uttara, Dhaka
Phone: 7920184, fax: 7920184
www.nazarenebd.org",846,08-Aug-94,08-Aug-19,08-Aug-29,Dhaka,Bangladesh,
331,"Bangladesh NGOs
Network for Radio and
Communication
(BNNRC)","House-13/1, Road-2, Shamoly,
Dhaka-1207
phone: 9130750, 9138501,
01711881647
Fax: 02-9138501-105",2023,30-Mar-05,30-Mar-20,30-Mar-30,Dhaka,Bangladesh,
332,"Bangladesh
Occupational Health,
Safety and Environment
Foundation","House-19, Lane-01, Block-A,
Section-06, Mirpur, Dhaka-1216",2134,21-Sep-06,21-Sep-21,20-Sep-31,Dhaka,Bangladesh,
333,"Bangladesh Organation
for Social Service
(BOSS)","Vill. Dwip Char, Post Char
Ashutampur, Thana: Pabna, Dist.
Pabna.
Phone: 0731-53045.",844,02-Aug-94,02-Aug-09,02-Aug-14,Pabna,Bangladesh,
334,"Bangladesh
Organisation for
Disabled Advancement
(BODA)","Plot-01, Road-03, Block-D, Section-
02, Mirpur, Dhaka.
Phone: 8054832, 8058725
Fax: 8010667
www.bodain.org",1407,10-Aug-99,10-Aug-09,10-Aug-14,Dhaka,Bangladesh,
335,"Bangladesh Ovibashi
Mohila Sramik
Association","132, Darus Salam (3rd Fl.), Mirpur,
Dhaka
Phone: 8091560, Fax: 8091559",1920,13-Apr-04,13-Apr-19,13-Apr-29,Dhaka,Bangladesh,
336,"Bangladesh Peace and
Development Mission","House-19, Road-30, Rupnagar,
Mirpur, Dhaka-1216.
Phone: 8035758
www: bpdmbangladesh.org",2585,01-Jul-10,01-Jul-20,01-Jul-30,Dhaka,Bangladesh,
337,"Bangladesh Pediatric
Association","7/3-C, Barobagh, Section-2, Mirpur,
Dhaka-1216, Tel: 01716309478",3125,27-Dec-17,,27-Dec-27,Dhaka,Bangladesh,
338,"Bangladesh Poor
Women Development
Association (BPWDA)","724, Shayorapara, Mirpur, Dhaka-
1216 Phone : 8052681, 9020189",1616,03-Jan-01,30-Jan-21,29-Jan-31,Dhaka,Bangladesh,
339,"Bangladesh Population
Crisis Committee","79/1-D, Distrilary Road, Gandaria,
Dhaka-1204
Phone: 01716586056
email: bpccdhaka@gmail.com",360,22-Feb-90,22-Feb-20,21-Feb-30,Dhaka,Bangladesh,
340,Bangladesh Poush,"11/8, Iqbal Road, Block-A,
Mohammadpur, Dhaka-1207
Phone: 028117948
www.bdpoush.org",587,01-Nov-92,11-Jan-17,11-Jan-22,Dhaka,Bangladesh,
341,"Bangladesh Pratibandi
Kalyan Somity (BPKS)","BPKS Complex, Dakkhin Khan,
Uttara, Dhaka.
Phone : 8923915, 8960077
Fax: 8960078
www.bpksbd.org",362,03-Mar-90,03-Mar-20,03-Mar-30,Dhaka,Bangladesh,
342,"Bangladesh Progoti
Sangstha (BPS)","Vill & P.O: Tarash, Sirajganj.
Phone: 07528-56242",350,30-Jan-90,30-Jan-15,29-Jan-25,Sirajganj,Bangladesh,
343,"Bangladesh Protibandhi
Foundations","6, Borobag, Mirpur-2, Dhaka-1216
Phone: 8023690",189,20-Nov-85,20-Nov-20,19-Nov-30,Dhaka,Bangladesh,
344,"Bangladesh Protibandhi
Unnayan Sangstha
(BPUS)","Post Code- 8240,Post+Upazila:
Agailjhara, Dist. Barisal.
Phone : 04323, 56359, Fax: 04323-
56269
www.bpusbd.org",1617,03-Jan-01,30-Jan-21,30-Jan-31,Barisal,Bangladesh,
345,"Bangladesh Protibandi
Progati Sangstha -
BPPS","Modern Mansion (6th Floor), 53,
Motijheel C/A, Dhaka.
Phone: 7173785",1356,18-Mar-99,18-Mar-04,18-Mar-09,Dhaka,Bangladesh,
346,"Bangladesh
Rehabilitation Center for
Troma Victimes","27, Bijoy Nagar (1st floor), Dhaka
Phone : 9349851, 9355648
Fax: 8352166",1055,06-Aug-96,06-Aug-06,06-Aug-11,Dhaka,Bangladesh,
347,"Bangladesh Resource
Improvement Trust
(BRIT)","285, PC Garden, 3rd Floor, South
Kallayanpur, Mirpur, Dhaka
Phone: 8416721",2939,07-Jul-15,07-Jul-20,07-Jul-30,Dhaka,Bangladesh,
348,"Bangladesh Rural
Development (BRDC)","Khoyrabad, Post: Rahanpur,
Upazila: Gomastapur, Dist.:
Chapainababgonj
Phone: 03751-000164, 01715-
234499",2290,22-Nov-07,22-Nov-17,22-Nov-27,"Chapainababg
anj",Bangladesh,
349,"Bangladesh Rural
Advancement through
Voluntary Enterprises
(BRAVE)","vill.: Mollapara, P.O.: Mollapara,
P.S. Agailzara, Dist.: Barisal.
Phone: 01711-132509
email: brave_bd@yahoo.com",785,05-Dec-93,05-Dec-18,05-Dec-28,Dhaka,Bangladesh,
350,"Bangladesh Rural
Economic Development
(BRED)","Vill: Horirampur, PO: Nakalia,
Upazila: Bera, Dist: Pabna
Phone: 01711116885
www.bredngo.net",953,28-Jun-95,28-Jun-20,27-Jun-30,Pabna,Bangladesh,
351,"Bangladesh Rural
Improvement
Foundation (BRIF)","BRIF Campus, Goaldihi, UP:
Khansama, Dist: Dinajpur.
Phone: 0531-890535
www.brif.org",907,20-Feb-95,20-Feb-15,20-Feb-20,Dinajpur,Bangladesh,
352,"Bangladesh Rural
Integrated Ellevation
Foundation","House-143, Road-01, DOHS
Baridhara, Dhaka.
Phone: 9888319, 9891742",2470,28-Jul-09,,28-Jul-14,Dhaka,Bangladesh,
353,"Bangladesh Rural
Medical Association","House-1107/A (5th Fl.), Baitul
Aman H/S, Ring Road, Shyamoli,
Dhaka
Phone : 9121818",853,27-Aug-94,27-Aug-09,27-Aug-14,Dhaka,Bangladesh,
354,"Bangladesh Scholarship
Council (BSC)","875 Jubli Road (4th Floor),
Chittagong.
Phone: 617283, Fax: 616930
www.bscbd.org",1961,13-Sep-04,13-Sep-14,13-Sep-19,Chittagong,Bangladesh,
355,"Bangladesh Shishu
Adhikar Forum","House-42/43 (Level-2), Road-2,
Janata Cooperative Housing
Society, Ringj road, Adabar, Dhaka-
1207
Phone: 8110857, Fax: 9110017",724,04-Jul-93,04-Jul-18,04-Jul-28,Dhaka,Bangladesh,
356,"Bangladesh Social
Assistance and
Rehabilitation
Foundation (BSARF)","205(3rd Floor) Boro Bhat Mosque
Road, Lalbag, Dhaka-1211
Phone: 01715-313828",2419,03-Mar-09,03-Mar-19,03-Mar-29,Dhaka,Bangladesh,
357,"Bangladesh Social
Development Academy","Edgah Residential Area, Dinajpur.
Phone: 0531-61208, 01712-199980",2462,30-Jun-09,30-Jun-14,30-Jun-19,Dinajpur,Bangladesh,
358,"Bangladesh Social
Service (BSS)","43/4, Senpara Parbata, Mirpur-10,
Dhaka.
Tel: 88-02-9007297",936,25-May-95,25-May-20,24-May-30,Dhaka,Bangladesh,
359,"Bangladesh Society for
the Enforcement of
Human Rights","33 Topkhana Road, Meherba Plaza
(15th Floor), Paltan, Dhaka-1000.
Phone: 88-02-41052259, 01819-
223976, 01862-284482
email: info@manabadhikar.org",163,18-Apr-84,15-May-20,14-May-30,Dhaka,Bangladesh,
360,"Bangladesh Sonali
Sangstha","Vill: Sialcot, Amtola, PO: Shial
Coat, PS& Dist: Sirajganj.
Phone: 01718-280263",2772,10-Mar-13,,10-Mar-18,Sirajganj,Bangladesh,
361,"Bangladesh Sramajibi
Mohila Samity","Hospital Quarter Road, Sariakandi,
Bogra
Phone: 01712-848234",712,06-Jun-93,06-Jun-18,06-Jun-28,Bogra,Bangladesh,
362,"Bangladesh Telecentre
Network","1/17, Humayun Road, Block-B,
Mohammadpur, Dhaka.
Phone: 9146313, Fax: 02-9145690
www.mission2011.net.bd",2445,31-May-09,,31-May-14,Dhaka,Bangladesh,
363,"Bangladesh
Thalassaemia Samity","Green Garden Tower, Level-6, 25A
& 25B, Green Road, Dhaka-1205
Phone: 9662239",1159,09-Jun-97,09-Jun-17,09-Jun-27,Dhaka,Bangladesh,
364,"Bangladesh Theological
Seminary","20 KB Fazlul Kd Road (Opp.
Chittagong Medical College),
Chittagong-4000
Phone: 031-653885",1789,19-Jan-03,19-Jan-18,19-Jan-28,Chittagong,Bangladesh,
365,"Bangladesh Unnayan
Parishad","House-50, Road-8, Block-D,
Niketon, Gulshan-1, Dhaka-1212
Phone: 9863962, Fax: 9850036
www.bup-bd.org",359,22-Feb-90,22-Feb-15,22-Feb-20,Dhaka,Bangladesh,
366,"Bangladesh Village
Development
Organization (BVDO).","Vill: Chabikharpar, PO: Kathira, UZ:
Agailjhara, Barisal",1520,09-May-00,09-May-20,09-May-30,Barisal,Bangladesh,
367,"Bangladesh Watch
Tower Society","House-58, Block-B, Flat-A4, Road-
04, Banani, Dhaka
Phone: 882-7665, Fax: 8815179",1840,08-Jun-03,08-Jun-18,08-Jun-28,Dhaka,Bangladesh,
368,"Bangladesh Water
Partnership","House-10, Road-23/C, Gulshan-1,
Dhaka
Mob: 01770199061",3165,17-Oct-18,,17-Oct-28,Dhaka,Bangladesh,
369,"Bangladesh Woman's
Health Coalition","House-806, Road-03, Baitul Aman
Housing Society, Adabor, Shymoli,
Dhaka-1207
Phone: 9131681-2",127,20-Oct-82,15-May-20,15-May-30,Dhaka,Bangladesh,
370,"Bangladesh Youth
Enterprise Advice and
Help Center","Apart-A-3, House-15 (2nd Floor),
Road-12, Block-F, Niketon, Dhaka-
1212",2375,08-Jul-08,08-Jul-18,08-Jul-28,Dhaka,Bangladesh,
371,"Bangladesh Youth First
Concerns (BYFC)","B-8/9 East Bhobanipur, Ghenda,
Savar, Dhaka-1343
Phone: 7742036, 7742037",1266,27-May-98,27-May-18,27-May-28,Dhaka,Bangladesh,
372,"Bangladesh Youth
Leadership Centre","Plot-03, Road-20, Block-J,
Baridhara, Dhaka-1212.
Phone: 01713311331",2686,15-Mar-12,15-Mar-22,14-Mar-32,Dhaka,Bangladesh,
373,"Bangla-German
Sampreti (BGS)","House-1/17 (1st Fl.), Block-B,
Humayun road, Mohammadpur,
Dhaka.
Phone : 9124318, 9118584
fax: 9124319",633,30-Jun-92,30-Jun-17,30-Jun-27,Dhaka,Bangladesh,
374,Banoful,"01 No Bagan Bari Lane, 215
Khanjahan Ali Road, Khulna.
Phone: 041-721314",1058,12-Aug-96,12-Aug-16,12-Aug-26,Khulna,Bangladesh,
,,,,,,,,,
375,"Banosree Nari Unnayan
Foundation","Uttar Kalindipur, Rangamat.
Phone: 01720-206214",2906,02-Dec-14,02-Dec-19,02-Dec-29,Rangamati,Bangladesh,
376,"Baptist Aid Bangladesh
Baptist Church
Fellowship (Baptist Aid-
BBCF)","7, Green Corner, Green Road,
Dhaka
Phone : 966208, 9661690
Fax: 8611611",818,03-Mar-94,03-Mar-19,03-Mar-29,Dhaka,Bangladesh,
377,BARCIK,"House-50, Road-27, Dhanmondi,
Dhaka.
Phone: 9132372, 01715-696855
Fax: 9132372",1238,18-Feb-98,18-Feb-18,18-Feb-28,Dhaka,Bangladesh,
378,"Barendra Advancement
Integrated Committee
(BAIC)","Choturpur, PO&UZ: Shibganj,
Chapainobabganj.
Phone : 0781-56154",1751,23-Oct-02,23-Oct-17,23-Oct-27,"Chapainababg
anj",Bangladesh,
379,"Barendra Bhumi Social
Development
Organisation","Vill. Mahinagar, P.O. Shujailhat,
P.S: Mohadebpur, Noagaon
Phone: 01711-883016, 10712-
021645",503,18-Jul-91,18-Jul-21,17-Jul-31,Naogaon,Bangladesh,
380,"Barendra Development
Foundation (BDF)","Niamatpure, Naogaon.
Phone: 01716-476546",2730,16-Sep-12,16-Sep-17,16-Sep-27,Naogaon,Bangladesh,
381,"Barendra Development
Organisation (BDO)","Vill. Dadrail, P.O: Hatrajbari, P.S.
Niamatpur, Naogaon
Phone: 01730-005252",634,04-Jul-92,04-Jul-17,04-Jul-27,Naogaon,Bangladesh,
382,"Barguna Nari Jagaran
Karmosuchi (JAGO-
NARI)","House-Ashahi Mansion, College
Road, PO+UZ: Sadar, Dist:
Barguna
Phone: 0448-6228",2332,07-Apr-08,07-Apr-18,07-Apr-28,Barguna,Bangladesh,
383,"Humanitarian
Development Society
(HDS)","House-11, Flat-6/A, Road-18,
Sector-4, Uttara Model Town,
Dhaka-1230
Phone:+88021913259256",2345,28-Apr-08,28-Apr-18,27-Apr-28,Dhaka,Bangladesh,"Name
Change
30/11/2022"
384,"Bari Nagar Samaj
Kalyan Sangstha","Vill & P.O. Barinagar, Jessore
Sadar, Jessore
Phone : 01711-930528",526,26-Aug-91,26-Apr-16,26-Apr-26,Jessore,Bangladesh,
385,"Barisal Disabled
Peoples Organization","Kharki Road, Barisal
Phone: 01711-201014",2691,18-Apr-12,,18-Apr-17,Barisal,Bangladesh,
386,"Barisal Samaj Unnayan
Sangstha","West Sujankhati, Agailjhara, P.S:
Agailjhara, Barisal
Phone: 04323-56319, Fax: 04323-
56246",1342,18-Jan-99,18-Jan-04,18-Jan-09,Barisal,Bangladesh,
387,"Barisal Social
Advancement Society
(BASAS)","13, Perara Road, Sadar, Barisal
Phone: 0431-53995",1111,21-Dec-96,21-Dec-11,21-Dec-16,Barisal,Bangladesh,
388,"Barisal Unnayan
Sangstha","Kaga Sura, PO: Amir Gong Bazar,
PS: Barisal Sadar, Barisal
Phone: 01913-921452",2775,25-Mar-13,25-Mar-18,25-Mar-28,Barisal,Bangladesh,
389,"Barna Samaj Kallayan
Sangstha","219/1 Amena School Road,
Gopalganj
Phone: 01823-104504",2993,17-Jan-16,,17-Jan-21,Gopalganj,Bangladesh,
,,,,,,,,,
390,Barnaly,"Malek Bhaban (1st Floor), 40,
Goalpara, Enayet Bazar, Kotwali,
Chittagong.
Phone: 031-627875",2370,15-Jun-08,15-Jun-18,15-Jun-28,Chittagong,Bangladesh,
391,BASA Foundation.,"H-247, Rd-18, New DOHS,
Mohakhali, Dhaka.
Phone : 9862464
Fax: 9880957
www.basango.org",622,01-Jun-92,01-Jun-17,01-Jun-27,Dhaka,Bangladesh,"Name
change on
07/12/2020"
392,"Basati (Joibo Nibir
Protibesh Rokhai
Samajik Uddog)","Chaprishir Hat, PO: Charfakira,
Upazila: Companiganj, Dist:
Noakhali
Phone: 01715-81047",2823,23-Oct-13,23-Oct-18,23-Oct-28,Noakhali,Bangladesh,
393,Basco Foundation,"House-78, Pashu Hospital Para,
Chaya Bithi Road, Magura
Phone: 01712-473206",2672,08-Feb-12,08-Feb-17,08-Feb-27,Magura,Bangladesh,
394,"Bashaboo Friends
Association (BFA)","69/2, Central Bashaboo, Sabujbag,
Bashaboo, Dhaka-1214.
Phone: 8251374
www.bfabd.org",2111,12-Jul-06,12-Jul-16,12-Jul-26,Dhaka,Bangladesh,
395,"Basic Development
Partner (BDP)","32/5, Senpara parbata, Mirpur-10,
Dhaka.
Phone : 9009326-7",1383,16-May-99,16-May-19,16-May-29,Dhaka,Bangladesh,
396,"Basic Organization
Network for
Development and
Humanitarian Aid for
Nation (BONDHAN)","Mohalla, Mataish Manzil, PO & PS:
Panchbibi, Dist: Joypurhat
Phone: 05724-75362, 75133
Mobile: 01712-158602",2538,02-Feb-10,02-Feb-20,02-Feb-30,Joypurhat,Bangladesh,
397,Basic Rights Initiative,"68/69, Level-5, Concept Tower,
Panthapath, Dhaka.
Phone: 01868369609",3038,03-Oct-16,,03-Oct-21,Dhaka,Bangladesh,
398,"Basic Unit for
Resources and
Opportunity of
Bangladesh 'Buro
Bangladesh""","House-12/A, Road-104, Block-
CEN(F), Gulshan-2, Dhaka.
Phone: 8857576, 8858564, Fax:
8858447
www.burobd.org",610,19-Mar-92,19-Mar-17,19-Mar-27,Dhaka,Bangladesh,
399,Basmah Foundation,"Barimojlish, Baranagar, Sonargaon,
Narayanganj.
Phone: 01709258625
www.basmah-bd.org
email: basmahfoundation@gmail.com",3160,26-Jul-18,,26-Jul-28,Narayanganj,Bangladesh,
400,"Bastob Initiative for
Peoples Self
Development","6/20, Humayun Road (5th Floor),
Block-B, Mohammadpur, Dhaka-
1207
Phone: 8128805",1263,06-May-98,06-May-18,06-May-28,Dhaka,Bangladesh,
401,"Basundhara Social
Development Society","R.K. Road, Kurigram
Phone : 01710-397414, 0581-
61507",1392,08-Jun-99,08-Jun-19,08-Jun-29,Kurigram,Bangladesh,
402,"Becon Samaj Unnayan
Sangstha","Lae-8, Sabujbagh, Patuakhali.
Phone: 01712-184020",2748,21-Nov-12,21-Nov-17,21-Nov-27,Patuakhali,Bangladesh,
403,BEDO,"8/6, Segunbagicha, Dhaka.
Phone : 9554798, 9568906
www.bedobd.org",1184,03-Sep-97,03-Sep-17,03-Sep-27,Dhaka,Bangladesh,
404,Beez Bistar Foundation,"22/13 Khiljee Road, Block-B,
Mohammadpur, Dhaka-1207.
Phone: 8111465, 8124533",2612,28-Nov-10,28-Nov-20,28-Nov-30,Dhaka,Bangladesh,
,,,,,,,,,
405,"Bekar Youth Helping
Through Alternative &
Nurtured Development
(BY HAND)","Green Haven, Mridhapara, Station
Road, Jamalpur.
Phone: 883901-4",2019,20-Mar-05,20-Mar-15,20-Mar-20,Jamalpur,Bangladesh,
406,"Bhola Samaj Unnayan
Sangstha (BSUS)","C&B Coloney Gazipur Road, PO:
Bhola Sadar, Dist: Bhola
Phone: 01673-981064, 01823-
314080",2525,29-Dec-09,29-Dec-19,28-Dec-29,Bhola,Bangladesh,
407,"Bhola Seba Sangha
(BSS)","Vill. Syedpur, P.O: Hazipur
Madrasha, Thana: Daulatkhan, Dist.
Bhola.
Phone: 01732-049901",817,01-Mar-94,01-Mar-19,01-Mar-29,Bhola,Bangladesh,
408,Bhumij Foundation,"Vill. & P.O. Tala, Thana Tala,
Satkhira
Phone :04727-56149, 01711-
806849
Mobile: 01711-806866",925,22-Mar-95,22-Mar-21,22-Mar-31,Sathkhira,Bangladesh,
409,Bhumista,"Shahid Siraj Sarani, Katia, Dist:
Satkhira
Phone: 01711-788988",2876,12-Aug-14,,12-Aug-19,Sathkhira,Bangladesh,
410,"Bichitra Unnayan
Sangstha (BUS)","Vill: Kashba, PO: Pulhat, Dist:
Dinajpur
Phone : 01715359507",355,30-Jan-90,30-Jan-15,30-Jan-20,Dinajpur,Bangladesh,
411,"Bihango Mohila
Sangstha","Govt. Girls School College,
Patuakhali
Phone: 0175-753805",2740,08-Nov-12,08-Nov-17,08-Nov-27,Patuakhali,Bangladesh,
412,"Bikalpa Unnayan
Karmasuchi (BUK)","Tursa, Nazir Moholla, Barisal-8200
Phone: 0431-2173346",370,03-Mar-90,03-Mar-10,03-Mar-15,Barisal,Bangladesh,
413,Bikash,"41, Sir Syed Road, Faridpur
Phone : 0631-2455",926,29-Mar-95,29-Mar-05,29-Mar-10,Faridpur,Bangladesh,
414,Bikash-Bangladesh,"Vill: Mamatpara, Panchagarh,
Pauroshava, Sadar, Panchagarh
Phone: 01730-017201
www.bikashbd.org",1970,10-Oct-04,10-Oct-19,10-Oct-29,Panchagar,Bangladesh,
415,"Bikrampur Ayeen
Sahajja Sangstha","4/42, Taherbag, Nowabpur, Dhaka-
1100
Phone: 7125156",462,14-Apr-91,14-Apr-16,14-Apr-21,Dhaka,Bangladesh,"Cancelled on
15/06/2010,
Revived on
07/04/2013"
416,BINA Sangstha,"Suma House, 755 Adarsjanag
(Paradogar) Konapara, Jatrabari,
Dhaka-1362
Phone: 7552027",258,16-Feb-88,16-Feb-18,16-Feb-28,Dhaka,Bangladesh,
417,"Bishwa Sahitya Kendra
(World Literature
Centre)","14, Kazi Nazrul Islam Avenue,
Dhaka-1000
Phone : 9660812, 8618567",278,27-Nov-88,27-Nov-18,27-Nov-28,Dhaka,Bangladesh,
418,"Bishya Muktibani
Sangstha","Hasina Monjil, Anana Bhaban Lane,
187/1 Khan Jahan Ali Road, Khulna-
9100
Phone: 041-721325, Fax: 041-
725682",5,22-Apr-81,09-Aug-15,09-Aug-20,Khulna,Bangladesh,
419,Biswas Foundation,"Vill & Post- Parulia, P.S: Debhata,
Dist. Satkhira.
Phone: 01715-758117, Fax: 0471-
64450
www.biswasf.org",1893,13-Dec-03,13-Dec-08,13-Dec-13,Sathkhira,Bangladesh,
,,,,,,,,,
420,"Bittahin Bhaggyodoy
Songothan (BIVAS)","Birol Bazar, Birol, Dinajpur
Phone: 01715-270159",1317,23-Nov-98,23-Nov-03,23-Nov-08,Dinajpur,Bangladesh,
421,BIVA,"House-584/2, Guakhola, PO:
Noapara, UZ: Abhajnagar, Dist:
Jessore-7460
Phone: 01711-440199",2245,19-Jun-07,19-Jun-22,18-Jun-32,Jessore,Bangladesh,
422,"Blind Education &
Rehabilitation
Development
Organisation (BERDO)","3/1, Road-11, Rupnagar, Section-5,
Mirpur, Dhaka.
Phone : 9009451, 8060703
Fax: 9003786
www.berdobd.org",861,06-Oct-94,06-Oct-19,06-Oct-29,Dhaka,Bangladesh,
423,"Blue Planet Initiative
(BPI)","House-159, Road-6, Block-KA, PC
Culture Housing, Mohammadpur,
Dhaka,
Mob: 01558343229",3108,08-Nov-17,,08-Nov-27,Dhaka,Bangladesh,
424,"Boalia Islamia
Madrasha & Etimkhana","Anowara, Chittagong.
Phone : 223550",1207,23-Oct-97,,23-Oct-02,Chittagong,Bangladesh,
425,Bohubrihy,"Vill: Tatolia, PO: Boshir Bandar,
PS: Chirin Bandar, Dist: Dinajpur.
Phone: 01714-383207",2711,21-Jun-12,,21-Jun-17,Dinajpur,Bangladesh,
426,"Bohumukhi Polly
Unnayan Sangstha","Vill: Rajarampur, PS: Phulbari,
Dinajpur.
Phoen: 01710-971225",2535,01-Feb-10,01-Feb-20,01-Feb-30,Dinajpur,Bangladesh,
427,"Bonochaya Mohila
Kallayan Somity","97/7, Boyra Cross Road No-1,
Sonadanga, Khulna.
Phone: 01963-915952",435,26-Jan-91,26-Jan-11,26-Jan-16,Khulna,Bangladesh,
428,Bonoful Foundation,"Village: Sannasgasha, PO:
Gowrigona, PS: Keshebpur, Dist:
Jessore.",2816,17-Sep-13,17-Sep-18,17-Sep-28,Jessore,Bangladesh,
429,"Bonolata Samaj Kalyan
Sangstha","Jibannagar, Darsana, Chuadanga",2440,26-May-09,,26-May-14,Chuadanga,Bangladesh,
430,"BPS (Bangladesh
Patriot Society)","Baghia Bazar, Tongibari,
Munshiganj.
Phone: 01712-870080
www.bpsngo.com",2463,01-Jul-09,01-Jul-19,01-Jul-29,Munshiganj,Bangladesh,
431,BRAC,"BRAC Centre, 75, Mohakhali C/A,
Dhaka
Phone : 9881265, Fax: 9888026
www.brac.net",2,22-Apr-81,15-May-20,15-May-30,Dhaka,Bangladesh,
432,BRAYDS,"Rani Sankail, Thakurgaon
Phone: 01715672208",1541,25-Jun-00,25-Jun-20,25-Jun-30,Thakurgaon,Bangladesh,
433,Breaking the Silence,"10/14, Iqbal Road (3rd Floor),
Mohammadpur, Dhaka-1207.
Phone: 8129926
www.breakingthesilencebd.org",1642,20-May-01,20-May-21,20-May-31,Dhaka,Bangladesh,
434,"BRIC Bangladesh
Resource Improvement
Centre","North Dewana, Dowlatpur, Khulna.",2021,27-Mar-05,,27-Mar-10,Khulna,Bangladesh,
,,,,,,,,,
435,Bridge Society,"House-243 (1-D), Sapnil Adarsh
Road, Separa Parbata, PS: Kafrul,
Mirpur-10, Dhaka-1216
Phone: 01552421064, 029010155
www.bridgesocietybd.org",2047,14-Dec-05,14-Dec-15,14-Dec-20,Dhaka,Bangladesh,
436,"Bright Bangladesh
Forum","House-23/B, Road-03, Katalgonj
R/A, Panchlish, Chittagong-4203
Phone: 031-2555901",1829,07-May-03,07-May-18,07-May-28,Chittagong,Bangladesh,
437,"Brotee Samaj Kallayan
Sangstha","765, Sat Masjid Road, Dhanmondi,
Dhaka
Phone: 9113501, 9140800",1678,26-Sep-01,26-Sep-21,25-Sep-31,Dhaka,Bangladesh,
438,"Bulbul Samaj Kalyan
Sangstha","Airport Road, Old Kosba, Jessore
Phone: 0421-68910",516,07-Aug-91,07-Aug-21,07-Aug-31,Jessore,Bangladesh,
439,"Bureau of Human
Rights Bangladesh
(BHRB)","78/E, Purana Paltan Lane, Dhaka.
Phone : 9332744",1437,19-Oct-99,,19-Oct-04,Dhaka,Bangladesh,
440,"Campaign for
Sustainable
Development (CSD)","Vill: Bashudeb, P.O: Ujani, P.S:
Mukshedpur, Dist: Gopalgonj.
Phone: 01759-776237",1294,10-Sep-98,10-Sep-18,10-Sep-28,Gopalganj,Bangladesh,
441,CARITAS - Bangladesh,"2, Outer Circular Road, Shantibagh,
Dhaka
Phone : 8315405-9, 8315641
Fax: 88314993
www.caritasbd.org",9,22-Apr-81,15-May-20,15-May-30,Dhaka,Bangladesh,
442,Catalist,"16/E(3rd floor), Indira Road, Dhaka
Phone : 9119957",1690,25-Oct-01,,25-Oct-06,Dhaka,Bangladesh,
443,"CBM Global Disability
Inclusion","House-59, Apart-A-1, Road-8/1,
Banani, Dhaka.
Phone: 9887251, Fax: 9896802
www.cbm.org",2157,12-Nov-06,12-Nov-16,12-Nov-26,Dhaka,Bangladesh,
444,"Center for Indigenous
Peoples Research &
Development","House-71, Road-07, Block-H,
Banani, Dhaka.",2077,05-Mar-06,,05-Mar-11,Dhaka,Bangladesh,
445,"Center for Integrated
Program and
Development","Ray Bahadur Road, Rangamati,
Post Box-34, Rangamati-4500.
phone: 0351-61013",1956,09-Sep-04,09-Sep-19,09-Sep-29,Rangamati,Bangladesh,
446,"Center for Men and
Masculinities Studies
(CMMS)","519/A, Road-09, Dhanmondi,
Dhaka
Phone: 01718-330489",2963,09-Sep-15,,09-Sep-20,Dhaka,Bangladesh,
447,"Center for Natural
Resource
Studies(CNRS)","House-13, Road-17, Block-D,
Banani, Dhaka-1213.
Phone : 9820127, Fax: 9820129",841,06-Jul-94,06-Jul-19,06-Jul-29,Dhaka,Bangladesh,
448,"Center for Participatory
Research &
Development","House-1219, Road-10, Mirpur
DOHS, Dhaka-1216
Phone: 01729259491",3031,24-Jul-16,24-Jul-21,23-Jul-31,Dhaka,Bangladesh,
449,"Center for Rural Child
Development (CRCD)","Akubdondi, P.O. Iqbal Park, Thana
Boalkhali, Chittagong",1017,10-Mar-96,10-Mar-01,10-Mar-06,Chittagong,Bangladesh,
,,,,,,,,,
